submission_id,trial_number,scenario,predicate,sentence_frame,RT,response
1869,4,inspect,heavy,bare,2925,distributive
1869,5,inspect,heavy,together,3279,distributive
1869,6,inspect,big,together,7223,collective
1869,7,inspect,big,bare,1691,collective
1869,8,inspect,heavy,each,2314,distributive
1869,9,inspect,big,each,3815,distributive
1867,1,inspect,tall,each,5479,distributive
1867,2,inspect,heavy,bare,14099,distributive
1867,3,inspect,heavy,each,6264,distributive
1867,4,inspect,big,together,3281,collective
1867,5,inspect,big,bare,1866,distributive
1867,6,inspect,tall,bare,2880,distributive
1867,7,inspect,big,each,2916,distributive
1867,8,inspect,heavy,together,5180,collective
1867,9,inspect,tall,together,2366,collective
1866,1,move,heavy,together,15676,collective
1866,2,move,tall,each,3645,distributive
1866,3,move,big,each,1937,distributive
1866,4,move,tall,together,3461,collective
1866,5,move,big,together,4026,collective
1866,6,move,big,bare,1880,distributive
1866,7,move,tall,bare,1687,distributive
1866,8,move,heavy,each,2717,distributive
1866,9,move,heavy,bare,5688,collective
1865,1,move,big,each,3456,distributive
1865,2,move,heavy,bare,4100,distributive
1865,3,move,tall,each,1828,distributive
1865,4,move,tall,together,2167,collective
1865,5,move,big,together,4289,collective
1865,6,move,big,bare,1692,distributive
1865,7,move,heavy,together,4392,collective
1865,8,move,heavy,each,2600,distributive
1865,9,move,tall,bare,1794,collective
1862,1,move,big,bare,6480,distributive
1862,2,move,heavy,together,16784,distributive
1862,3,move,heavy,each,3931,distributive
1862,4,move,tall,together,3742,collective
1862,5,move,big,each,8980,distributive
1862,6,move,tall,each,4956,distributive
1862,7,move,heavy,bare,6374,distributive
1862,8,move,tall,bare,4273,distributive
1862,9,move,big,together,5306,collective
1861,1,inspect,tall,each,14640,distributive
1861,2,inspect,big,bare,6295,distributive
1861,3,inspect,big,each,3978,distributive
1861,4,inspect,heavy,bare,7728,distributive
1861,5,inspect,heavy,each,1840,distributive
1861,6,inspect,heavy,together,5717,collective
1861,7,inspect,tall,together,2702,collective
1861,8,inspect,big,together,1543,collective
1861,9,inspect,tall,bare,4032,distributive
1860,1,move,heavy,each,4350,distributive
1860,2,move,tall,each,7968,distributive
1860,3,move,heavy,bare,5178,distributive
1860,4,move,big,bare,2389,distributive
1860,5,move,tall,bare,1354,distributive
1860,6,move,big,each,2407,distributive
1860,7,move,tall,together,1833,distributive
1860,8,move,big,together,3483,collective
1860,9,move,heavy,together,1840,collective
1858,1,inspect,tall,each,14522,distributive
1858,2,inspect,tall,together,12923,collective
1858,3,inspect,heavy,bare,13645,collective
1858,4,inspect,big,together,6380,distributive
1858,5,inspect,big,bare,2734,distributive
1858,6,inspect,tall,bare,2078,distributive
1858,7,inspect,heavy,each,3782,distributive
1858,8,inspect,heavy,together,2864,collective
1858,9,inspect,big,each,4007,distributive
1857,1,inspect,tall,each,5398,distributive
1857,2,inspect,tall,bare,4177,distributive
1857,3,inspect,big,together,3565,collective
1857,4,inspect,tall,together,2440,collective
1857,5,inspect,heavy,each,5949,distributive
1857,6,inspect,big,bare,1968,distributive
1857,7,inspect,big,each,2201,distributive
1857,8,inspect,heavy,together,2762,collective
1857,9,inspect,heavy,bare,4776,collective
1854,1,move,heavy,together,8913,collective
1854,2,move,heavy,bare,6972,collective
1854,3,move,tall,each,3015,collective
1854,4,move,tall,bare,3700,collective
1854,5,move,big,together,6426,collective
1854,6,move,tall,together,2201,collective
1854,7,move,big,bare,7028,collective
1854,8,move,big,each,2215,collective
1854,9,move,heavy,each,2014,collective
1852,1,inspect,heavy,each,4424,collective
1852,2,inspect,big,together,5906,distributive
1852,3,inspect,tall,each,2268,distributive
1852,4,inspect,big,bare,2438,distributive
1852,5,inspect,big,each,2439,distributive
1852,6,inspect,heavy,bare,3916,distributive
1852,7,inspect,tall,bare,1795,distributive
1852,8,inspect,tall,together,2008,distributive
1852,9,inspect,heavy,together,2633,collective
1851,1,inspect,heavy,each,15385,distributive
1851,2,inspect,big,each,8223,collective
1851,3,inspect,big,bare,4967,distributive
1851,4,inspect,heavy,bare,7898,distributive
1851,5,inspect,tall,each,9864,distributive
1851,6,inspect,big,together,4516,collective
1851,7,inspect,tall,bare,4166,distributive
1851,8,inspect,heavy,together,5927,collective
1851,9,inspect,tall,together,3602,collective
1848,1,inspect,heavy,each,38136,distributive
1848,2,inspect,big,bare,6457,distributive
1848,3,inspect,heavy,bare,20050,distributive
1848,4,inspect,big,together,3622,collective
1848,5,inspect,heavy,together,16753,collective
1848,6,inspect,tall,bare,3089,distributive
1848,7,inspect,tall,together,1513,collective
1848,8,inspect,tall,each,4499,distributive
1848,9,inspect,big,each,5036,distributive
1847,1,inspect,big,together,5558,collective
1847,2,inspect,tall,bare,3259,distributive
1847,3,inspect,heavy,each,11392,collective
1847,4,inspect,heavy,bare,12528,distributive
1847,5,inspect,tall,each,2195,distributive
1847,6,inspect,big,each,1970,distributive
1847,7,inspect,heavy,together,5210,collective
1847,8,inspect,tall,together,1774,collective
1847,9,inspect,big,bare,1962,distributive
1845,1,move,big,bare,8826,distributive
1845,2,move,big,together,4810,distributive
1845,3,move,heavy,each,13513,distributive
1845,4,move,tall,each,3379,distributive
